,year,type,country,age,species_,fecha_limpia,fatal,sex,latitud,longitud,fatal_N,fatal_Unknown,fatal_Y,age_jovenes,age_adultos,age_ancianos,type.1,species_.1,fecha_limpia.1,age_n_manual,age_n_log,age_n_raiz,age_n_box,age_minmax
1734,2003,Invalid,usa,31,Tiger shark,Aug,Unknown,M,1,-100.445882,0,1,0,0,1,0,3,2,1,0.044611667551818786,3.4339872044851463,5.5677643628300215,6.776989545291685,0.34883720930232553
1735,2003,Unprovoked,south africa,16,White shark,Aug,N,M,0,24.991639,1,0,0,1,0,0,7,4,1,-0.12980693709934402,2.772588722239781,4.0,4.754472937004027,0.1744186046511628
1736,2003,Unprovoked,australia,37,Unespecific,Jul,N,M,0,134.755,1,0,0,0,1,0,7,3,6,0.11437910941228391,3.6109179126442243,6.082762530298219,7.404632331573262,0.41860465116279066
1737,2003,Unprovoked,usa,18,Unespecific,Jul,N,M,1,-100.445882,1,0,0,1,0,0,7,3,6,-0.10655112314585563,2.8903717578961645,4.242640687119285,5.08038032862004,0.19767441860465115
1738,2003,Unprovoked,usa,15,Unespecific,Jul,N,F,1,-100.445882,1,0,0,1,0,0,7,3,6,-0.1414348440760882,2.70805020110221,3.872983346207417,4.581659276135893,0.16279069767441862
1739,2003,Unprovoked,bahamas,58,Tiger shark,Jul,N,M,1,-78.0000547,1,0,0,0,1,0,7,2,6,0.3585651559239118,4.060443010546419,7.615773105863909,9.190937196209264,0.6627906976744186
1740,2003,Provoked,usa,10,Unespecific,Jul,N,M,1,-100.445882,1,0,0,1,0,0,4,3,6,-0.19957437895980912,2.302585092994046,3.1622776601683795,3.58302947382199,0.10465116279069767
1741,2003,Unprovoked,usa,21,Tiger shark,Jul,N,M,1,-100.445882,1,0,0,1,0,0,7,2,6,-0.07166740221562308,3.044522437723423,4.58257569495584,5.528303710887473,0.23255813953488372
1742,2003,Unprovoked,bahamas,39,Lemon shark,Jul,N,M,1,-78.0000547,1,0,0,0,1,0,7,1,6,0.13763492336577227,3.6635616461296463,6.244997998398398,7.599216268263662,0.441860465116279
1743,2003,Unprovoked,usa,27,Tiger shark,Jul,N,M,1,-100.445882,1,0,0,1,0,0,7,2,6,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1744,2003,Unprovoked,french polynesia,27,Unespecific,Jul,N,M,0,-146.0490931059517,1,0,0,1,0,0,7,3,6,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1745,2003,Unprovoked,new zealand,27,Grey shark,Jul,N,M,0,172.8344077,1,0,0,1,0,0,7,0,6,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1746,2003,Unprovoked,usa,17,Tiger shark,Jun,N,M,1,-100.445882,1,0,0,1,0,0,7,2,7,-0.11817903012259982,2.833213344056216,4.123105625617661,4.9204987475712345,0.18604651162790697
1747,2003,Unprovoked,usa,15,Unespecific,Jun,N,M,1,-100.445882,1,0,0,1,0,0,7,3,7,-0.1414348440760882,2.70805020110221,3.872983346207417,4.581659276135893,0.16279069767441862
1748,2003,Unprovoked,brazil,27,Unespecific,Jun,Y,M,0,-53.2,0,0,1,1,0,0,7,3,7,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1749,2003,Unprovoked,usa,12,Lemon shark,Jun,N,F,1,-100.445882,1,0,0,1,0,0,7,1,7,-0.17631856500632076,2.4849066497880004,3.4641016151377544,4.014118284080704,0.12790697674418605
1750,2003,Unprovoked,usa,60,Tiger shark,Jun,N,M,1,-100.445882,1,0,0,0,0,1,7,2,7,0.38182096987740016,4.0943445622221,7.745966692414834,9.33772223524818,0.686046511627907
1751,2003,Unprovoked,usa,51,Tiger shark,Jun,N,M,1,-100.445882,1,0,0,0,1,0,7,2,7,0.2771698070867025,3.9318256327243257,7.14142842854285,8.650041308669444,0.5813953488372092
1752,2003,Unprovoked,usa,33,Unespecific,Jun,N,M,1,-100.445882,1,0,0,0,1,0,7,3,7,0.06786748150530716,3.4965075614664802,5.744562646538029,6.994228303440125,0.37209302325581395
1753,2003,Unprovoked,usa,15,Unespecific,Jun,N,M,1,-100.445882,1,0,0,1,0,0,7,3,7,-0.1414348440760882,2.70805020110221,3.872983346207417,4.581659276135893,0.16279069767441862
1754,2003,Invalid,usa,22,Tiger shark,Jun,Unknown,F,1,-100.445882,0,1,0,1,0,0,3,2,7,-0.06003949523887889,3.091042453358316,4.69041575982343,5.668426724383542,0.24418604651162792
1755,2003,Unprovoked,usa,18,Unespecific,May,N,M,1,-100.445882,1,0,0,1,0,0,7,3,9,-0.10655112314585563,2.8903717578961645,4.242640687119285,5.08038032862004,0.19767441860465115
1756,2003,Unprovoked,usa,22,Tiger shark,May,N,M,1,-100.445882,1,0,0,1,0,0,7,2,9,-0.06003949523887889,3.091042453358316,4.69041575982343,5.668426724383542,0.24418604651162792
1757,2003,Unprovoked,usa,20,Tiger shark,May,N,M,1,-100.445882,1,0,0,1,0,0,7,2,9,-0.08329530919236726,2.995732273553991,4.47213595499958,5.383838360482004,0.22093023255813954
1758,2003,Provoked,usa,34,Tiger shark,May,N,M,1,-100.445882,1,0,0,0,1,0,4,2,9,0.07949538848205134,3.5263605246161616,5.830951894845301,7.0996926693035265,0.3837209302325581
1759,2003,Unprovoked,usa,9,Unespecific,May,N,F,1,-100.445882,1,0,0,1,0,0,7,3,9,-0.2112022859365533,2.1972245773362196,3.0,3.34649086363745,0.09302325581395349
1760,2003,Unprovoked,philippines,27,White shark,May,N,M,1,122.7312101,1,0,0,1,0,0,7,4,9,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1761,2003,Provoked,brazil,27,Unespecific,Apr,N,M,0,-53.2,1,0,0,1,0,0,4,3,0,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1762,2003,Unprovoked,brazil,16,Unespecific,Apr,N,M,0,-53.2,1,0,0,1,0,0,7,3,0,-0.12980693709934402,2.772588722239781,4.0,4.754472937004027,0.1744186046511628
1763,2003,Unprovoked,brazil,17,Lemon shark,Apr,N,M,0,-53.2,1,0,0,1,0,0,7,1,0,-0.11817903012259982,2.833213344056216,4.123105625617661,4.9204987475712345,0.18604651162790697
1764,2003,Unprovoked,brazil,7,Unespecific,Apr,N,M,0,-53.2,1,0,0,1,0,0,7,3,0,-0.23445809989004168,1.9459101490553132,2.6457513110645907,2.8171618157744365,0.06976744186046513
1765,2003,Unprovoked,usa,36,Tiger shark,Apr,N,M,1,-100.445882,1,0,0,0,1,0,7,2,0,0.10275120243553972,3.58351893845611,6.0,7.304806540050455,0.40697674418604646
1766,2003,Unprovoked,usa,17,Tiger shark,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,2,0,-0.11817903012259982,2.833213344056216,4.123105625617661,4.9204987475712345,0.18604651162790697
1767,2003,Unprovoked,usa,30,Tiger shark,Apr,N,M,1,-100.445882,1,0,0,0,1,0,7,2,0,0.0329837605750746,3.4011973816621555,5.477225575051661,6.664991716935973,0.3372093023255814
1768,2003,Unprovoked,usa,23,Tiger shark,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,2,0,-0.0484115882621347,3.1354942159291497,4.795831523312719,5.804526769363659,0.25581395348837205
1769,2003,Unprovoked,usa,18,Tiger shark,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,2,0,-0.10655112314585563,2.8903717578961645,4.242640687119285,5.08038032862004,0.19767441860465115
1770,2003,Unprovoked,usa,11,Lemon shark,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,1,0,-0.18794647198306494,2.3978952727983707,3.3166247903554,3.804859608483185,0.11627906976744187
1771,2003,Unprovoked,usa,12,Tiger shark,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,2,0,-0.17631856500632076,2.4849066497880004,3.4641016151377544,4.014118284080704,0.12790697674418605
1772,2003,Unprovoked,usa,20,Tiger shark,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,2,0,-0.08329530919236726,2.995732273553991,4.47213595499958,5.383838360482004,0.22093023255813954
1773,2003,Unprovoked,venezuela,28,Unespecific,Apr,N,M,1,-66.1109318,1,0,0,1,0,0,7,3,0,0.009727946621586228,3.332204510175204,5.291502622129181,6.433604428309159,0.313953488372093
1774,2003,Unprovoked,usa,27,Unespecific,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,3,0,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1775,2003,Unprovoked,usa,50,Tiger shark,Apr,N,M,1,-100.445882,1,0,0,0,1,0,7,2,0,0.2655419001099583,3.912023005428146,7.0710678118654755,8.568961017177946,0.5697674418604651
1776,2003,Provoked,usa,27,Tiger shark,Mar,N,F,1,-100.445882,1,0,0,1,0,0,4,2,8,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1777,2003,Unprovoked,new zealand,44,White shark,Feb,N,M,0,172.8344077,1,0,0,0,1,0,7,4,4,0.19577445824949322,3.784189633918261,6.6332495807108,8.05921784635979,0.5
1778,2003,Unprovoked,australia,37,Lemon shark,Feb,N,M,0,134.755,1,0,0,0,1,0,7,1,4,0.11437910941228391,3.6109179126442243,6.082762530298219,7.404632331573262,0.41860465116279066
1779,2003,Unprovoked,usa,54,Tiger shark,Feb,N,M,1,-100.445882,1,0,0,0,1,0,7,2,4,0.3120535280169351,3.9889840465642745,7.3484692283495345,8.887334884989867,0.6162790697674418
1780,2003,Unprovoked,australia,24,Tiger shark,Feb,N,M,0,134.755,1,0,0,1,0,0,7,2,4,-0.036783681285390515,3.1780538303479458,4.898979485566356,5.936887022671936,0.26744186046511625
1781,2003,Unprovoked,australia,84,Tiger shark,Feb,Y,M,0,134.755,0,0,1,0,0,1,7,2,4,0.6608907373192606,4.430816798843313,9.16515138991168,10.895767526647251,0.9651162790697674
1782,2003,Invalid,south africa,14,Tiger shark,Jan,Unknown,M,0,24.991639,0,1,0,1,0,0,3,2,5,-0.15306275105283237,2.6390573296152584,3.7416573867739413,4.401298165473145,0.15116279069767444
1783,2003,Unprovoked,costa rica,27,Lemon shark,Jan,N,M,1,-84.0739102,1,0,0,1,0,0,7,1,5,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1784,2003,Unprovoked,australia,27,Lemon shark,Jan,N,F,0,134.755,1,0,0,1,0,0,7,1,5,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1785,2002,Unprovoked,australia,18,Tiger shark,Dec,N,F,0,134.755,1,0,0,1,0,0,7,2,3,-0.10655112314585563,2.8903717578961645,4.242640687119285,5.08038032862004,0.19767441860465115
1786,2002,Unprovoked,south africa,25,White shark,Dec,N,M,0,24.991639,1,0,0,1,0,0,7,4,3,-0.02515577430864633,3.2188758248682006,5.0,6.06575989245481,0.27906976744186046
1787,2002,Unprovoked,australia,26,Unespecific,Dec,N,M,0,134.755,1,0,0,1,0,0,7,3,3,-0.013527867331902144,3.258096538021482,5.0990195135927845,6.191371446042166,0.2906976744186046
1788,2002,Invalid,australia,11,Tiger shark,Dec,Unknown,M,0,134.755,0,1,0,1,0,0,3,2,3,-0.18794647198306494,2.3978952727983707,3.3166247903554,3.804859608483185,0.11627906976744187
1789,2002,Unprovoked,australia,23,Lemon shark,Dec,Y,M,0,134.755,0,0,1,1,0,0,7,1,3,-0.0484115882621347,3.1354942159291497,4.795831523312719,5.804526769363659,0.25581395348837205
1790,2002,Unprovoked,brazil,19,Unespecific,Dec,Y,M,0,-53.2,0,0,1,1,0,0,7,3,3,-0.09492321616911145,2.9444389791664403,4.358898943540674,5.234668409736022,0.20930232558139536
1791,2002,Unprovoked,micronesia,27,Tiger shark,Nov,N,M,1,151.832744331612,1,0,0,1,0,0,7,2,11,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1792,2002,Unprovoked,usa,48,White shark,Nov,N,M,1,-100.445882,1,0,0,0,1,0,7,4,11,0.24228608615646996,3.871201010907891,6.928203230275509,8.40362856936233,0.5465116279069767
1793,2002,Unprovoked,usa,34,Tiger shark,Nov,N,F,1,-100.445882,1,0,0,0,1,0,7,2,11,0.07949538848205134,3.5263605246161616,5.830951894845301,7.0996926693035265,0.3837209302325581
1794,2002,Unprovoked,turks & caicos,41,Tiger shark,Nov,N,F,1,-71.6201783,1,0,0,0,1,0,7,2,11,0.16089073731926065,3.713572066704308,6.4031242374328485,7.787508352596997,0.46511627906976744
1795,2002,Unprovoked,usa,21,Unespecific,Nov,N,M,1,-100.445882,1,0,0,1,0,0,7,3,11,-0.07166740221562308,3.044522437723423,4.58257569495584,5.528303710887473,0.23255813953488372
1796,2002,Unprovoked,usa,16,Tiger shark,Nov,N,M,1,-100.445882,1,0,0,1,0,0,7,2,11,-0.12980693709934402,2.772588722239781,4.0,4.754472937004027,0.1744186046511628
1797,2002,Unprovoked,french polynesia,52,Unespecific,Nov,N,M,0,-146.0490931059517,1,0,0,0,1,0,7,3,11,0.2887977140634467,3.9512437185814275,7.211102550927978,8.730109485924778,0.5930232558139534
1798,2002,Unprovoked,usa,60,Lemon shark,Oct,N,F,1,-100.445882,1,0,0,0,0,1,7,1,12,0.38182096987740016,4.0943445622221,7.745966692414834,9.33772223524818,0.686046511627907
1799,2002,Unprovoked,brazil,36,Tiger shark,Oct,Y,M,0,-53.2,0,0,1,0,1,0,7,2,12,0.10275120243553972,3.58351893845611,6.0,7.304806540050455,0.40697674418604646
1800,2002,Unprovoked,usa,21,Unespecific,Oct,N,M,1,-100.445882,1,0,0,1,0,0,7,3,12,-0.07166740221562308,3.044522437723423,4.58257569495584,5.528303710887473,0.23255813953488372
1801,2002,Unprovoked,usa,14,Tiger shark,Oct,N,M,1,-100.445882,1,0,0,1,0,0,7,2,12,-0.15306275105283237,2.6390573296152584,3.7416573867739413,4.401298165473145,0.15116279069767444
1802,2002,Unprovoked,usa,35,Tiger shark,Oct,N,M,1,-100.445882,1,0,0,0,1,0,7,2,12,0.09112329545879554,3.5553480614894135,5.916079783099616,7.203188258363141,0.3953488372093023
1803,2002,Unprovoked,usa,18,Tiger shark,Oct,N,M,1,-100.445882,1,0,0,1,0,0,7,2,12,-0.10655112314585563,2.8903717578961645,4.242640687119285,5.08038032862004,0.19767441860465115
1804,2002,Unprovoked,usa,47,Tiger shark,Sep,N,M,1,-100.445882,1,0,0,0,1,0,7,2,13,0.23065817917972575,3.8501476017100584,6.855654600401044,8.319303979655407,0.5348837209302325
1805,2002,Unprovoked,usa,32,Unespecific,Sep,N,M,1,-100.445882,1,0,0,0,1,0,7,3,13,0.05623957452856297,3.4657359027997265,5.656854249492381,6.886696297701842,0.36046511627906974
1806,2002,Unprovoked,usa,55,Tiger shark,Sep,N,M,1,-100.445882,1,0,0,0,1,0,7,2,13,0.32368143499367924,4.007333185232471,7.416198487095663,8.964550975600854,0.627906976744186
1807,2002,Provoked,usa,27,Tiger shark,Sep,N,M,1,-100.445882,1,0,0,1,0,0,4,2,13,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1808,2002,Provoked,tonga,27,Tiger shark,Sep,N,M,0,-175.202642,1,0,0,1,0,0,4,2,13,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1809,2002,Unprovoked,usa,24,Unespecific,Sep,N,M,1,-100.445882,1,0,0,1,0,0,7,3,13,-0.036783681285390515,3.1780538303479458,4.898979485566356,5.936887022671936,0.26744186046511625
1810,2002,Unprovoked,usa,35,Tiger shark,Sep,N,M,1,-100.445882,1,0,0,0,1,0,7,2,13,0.09112329545879554,3.5553480614894135,5.916079783099616,7.203188258363141,0.3953488372093023
1811,2002,Unprovoked,brazil,19,Tiger shark,Sep,N,M,0,-53.2,1,0,0,1,0,0,7,2,13,-0.09492321616911145,2.9444389791664403,4.358898943540674,5.234668409736022,0.20930232558139536
1812,2002,Unprovoked,usa,27,Unespecific,Sep,N,M,1,-100.445882,1,0,0,1,0,0,7,3,13,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1813,2002,Unprovoked,south africa,47,White shark,Sep,N,M,0,24.991639,1,0,0,0,1,0,7,4,13,0.23065817917972575,3.8501476017100584,6.855654600401044,8.319303979655407,0.5348837209302325
1814,2002,Unprovoked,usa,20,Tiger shark,Sep,N,M,1,-100.445882,1,0,0,1,0,0,7,2,13,-0.08329530919236726,2.995732273553991,4.47213595499958,5.383838360482004,0.22093023255813954
1815,2002,Provoked,usa,36,Tiger shark,Sep,N,M,1,-100.445882,1,0,0,0,1,0,4,2,13,0.10275120243553972,3.58351893845611,6.0,7.304806540050455,0.40697674418604646
1816,2002,Unprovoked,usa,16,Tiger shark,Aug,N,M,1,-100.445882,1,0,0,1,0,0,7,2,1,-0.12980693709934402,2.772588722239781,4.0,4.754472937004027,0.1744186046511628
1817,2002,Unprovoked,usa,29,Unespecific,Aug,N,F,1,-100.445882,1,0,0,1,0,0,7,3,1,0.021355853598330414,3.367295829986474,5.385164807134504,6.550576128997467,0.3255813953488372
1818,2002,Unprovoked,usa,27,Tiger shark,Aug,N,M,1,-100.445882,1,0,0,1,0,0,7,2,1,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1819,2002,Unprovoked,usa,15,Unespecific,Aug,N,M,1,-100.445882,1,0,0,1,0,0,7,3,1,-0.1414348440760882,2.70805020110221,3.872983346207417,4.581659276135893,0.16279069767441862
1820,2002,Unprovoked,usa,15,Unespecific,Aug,N,M,1,-100.445882,1,0,0,1,0,0,7,3,1,-0.1414348440760882,2.70805020110221,3.872983346207417,4.581659276135893,0.16279069767441862
1821,2002,Provoked,united kingdom,30,Tiger shark,Aug,N,M,1,-3.2765753,1,0,0,0,1,0,4,2,1,0.0329837605750746,3.4011973816621555,5.477225575051661,6.664991716935973,0.3372093023255814
1822,2002,Unprovoked,usa,14,Tiger shark,Aug,N,M,1,-100.445882,1,0,0,1,0,0,7,2,1,-0.15306275105283237,2.6390573296152584,3.7416573867739413,4.401298165473145,0.15116279069767444
1823,2002,Unprovoked,usa,13,Tiger shark,Jul,N,M,1,-100.445882,1,0,0,1,0,0,7,2,6,-0.16469065802957655,2.5649493574615367,3.605551275463989,4.212483084143039,0.13953488372093023
1824,2002,Unprovoked,usa,15,Tiger shark,Jul,N,F,1,-100.445882,1,0,0,1,0,0,7,2,6,-0.1414348440760882,2.70805020110221,3.872983346207417,4.581659276135893,0.16279069767441862
1825,2002,Provoked,usa,19,Unespecific,Jul,N,M,1,-100.445882,1,0,0,1,0,0,4,3,6,-0.09492321616911145,2.9444389791664403,4.358898943540674,5.234668409736022,0.20930232558139536
1826,2002,Provoked,usa,41,Lemon shark,Jul,Y,M,1,-100.445882,0,0,1,0,1,0,4,1,6,0.16089073731926065,3.713572066704308,6.4031242374328485,7.787508352596997,0.46511627906976744
1827,2002,Unprovoked,brazil,22,Tiger shark,Jul,N,M,0,-53.2,1,0,0,1,0,0,7,2,6,-0.06003949523887889,3.091042453358316,4.69041575982343,5.668426724383542,0.24418604651162792
1828,2002,Unprovoked,usa,9,Tiger shark,Jul,N,F,1,-100.445882,1,0,0,1,0,0,7,2,6,-0.2112022859365533,2.1972245773362196,3.0,3.34649086363745,0.09302325581395349
1829,2002,Unprovoked,australia,30,Unespecific,Jun,N,M,0,134.755,1,0,0,0,1,0,7,3,7,0.0329837605750746,3.4011973816621555,5.477225575051661,6.664991716935973,0.3372093023255814
1830,2002,Unprovoked,usa,11,Unespecific,Jun,N,F,1,-100.445882,1,0,0,1,0,0,7,3,7,-0.18794647198306494,2.3978952727983707,3.3166247903554,3.804859608483185,0.11627906976744187
1831,2002,Invalid,indonesia,27,Tiger shark,Jun,Unknown,M,0,117.8902853,0,1,0,1,0,0,3,2,7,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1832,2002,Unprovoked,papua new guinea,27,Unespecific,Jun,N,M,0,144.2489081,1,0,0,1,0,0,7,3,7,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1833,2002,Unprovoked,papua new guinea,27,Unespecific,Jun,Y,M,0,144.2489081,0,0,1,1,0,0,7,3,7,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1834,2002,Unprovoked,usa,27,Tiger shark,Jun,N,M,1,-100.445882,1,0,0,1,0,0,7,2,7,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1835,2002,Unprovoked,usa,28,Tiger shark,Jun,N,M,1,-100.445882,1,0,0,1,0,0,7,2,7,0.009727946621586228,3.332204510175204,5.291502622129181,6.433604428309159,0.313953488372093
1836,2002,Unprovoked,usa,50,Unespecific,Jun,N,M,1,-100.445882,1,0,0,0,1,0,7,3,7,0.2655419001099583,3.912023005428146,7.0710678118654755,8.568961017177946,0.5697674418604651
1837,2002,Unprovoked,usa,10,Unespecific,Jun,N,M,1,-100.445882,1,0,0,1,0,0,7,3,7,-0.19957437895980912,2.302585092994046,3.1622776601683795,3.58302947382199,0.10465116279069767
1838,2002,Unprovoked,south africa,50,Tiger shark,Jun,N,M,0,24.991639,1,0,0,0,1,0,7,2,7,0.2655419001099583,3.912023005428146,7.0710678118654755,8.568961017177946,0.5697674418604651
1839,2002,Unprovoked,usa,24,White shark,May,N,M,1,-100.445882,1,0,0,1,0,0,7,4,9,-0.036783681285390515,3.1780538303479458,4.898979485566356,5.936887022671936,0.26744186046511625
1840,2002,Unprovoked,usa,16,Unespecific,May,N,M,1,-100.445882,1,0,0,1,0,0,7,3,9,-0.12980693709934402,2.772588722239781,4.0,4.754472937004027,0.1744186046511628
1841,2002,Provoked,usa,55,Tiger shark,May,N,M,1,-100.445882,1,0,0,0,1,0,4,2,9,0.32368143499367924,4.007333185232471,7.416198487095663,8.964550975600854,0.627906976744186
1842,2002,Unprovoked,usa,35,Unespecific,May,N,M,1,-100.445882,1,0,0,0,1,0,7,3,9,0.09112329545879554,3.5553480614894135,5.916079783099616,7.203188258363141,0.3953488372093023
1843,2002,Unprovoked,costa rica,27,Tiger shark,May,N,M,1,-84.0739102,1,0,0,1,0,0,7,2,9,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1844,2002,Unprovoked,papua new guinea,14,Unespecific,May,N,M,0,144.2489081,1,0,0,1,0,0,7,3,9,-0.15306275105283237,2.6390573296152584,3.7416573867739413,4.401298165473145,0.15116279069767444
1845,2002,Unprovoked,usa,31,Tiger shark,May,N,M,1,-100.445882,1,0,0,0,1,0,7,2,9,0.044611667551818786,3.4339872044851463,5.5677643628300215,6.776989545291685,0.34883720930232553
1846,2002,Unprovoked,brazil,40,Unespecific,May,N,M,0,-53.2,1,0,0,0,1,0,7,3,9,0.14926283034251647,3.6888794541139363,6.324555320336759,7.694116247373475,0.45348837209302323
1847,2002,Provoked,australia,20,Unespecific,May,N,M,0,134.755,1,0,0,1,0,0,4,3,9,-0.08329530919236726,2.995732273553991,4.47213595499958,5.383838360482004,0.22093023255813954
1848,2002,Unprovoked,australia,23,White shark,Apr,Y,M,0,134.755,0,0,1,1,0,0,7,4,0,-0.0484115882621347,3.1354942159291497,4.795831523312719,5.804526769363659,0.25581395348837205
1849,2002,Invalid,australia,52,Lemon shark,Apr,Unknown,M,0,134.755,0,1,0,0,1,0,3,1,0,0.2887977140634467,3.9512437185814275,7.211102550927978,8.730109485924778,0.5930232558139534
1850,2002,Unprovoked,usa,34,Unespecific,Apr,N,M,1,-100.445882,1,0,0,0,1,0,7,3,0,0.07949538848205134,3.5263605246161616,5.830951894845301,7.0996926693035265,0.3837209302325581
1851,2002,Unprovoked,usa,28,Unespecific,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,3,0,0.009727946621586228,3.332204510175204,5.291502622129181,6.433604428309159,0.313953488372093
1852,2002,Unprovoked,australia,45,Unespecific,Apr,N,M,0,134.755,1,0,0,0,1,0,7,3,0,0.2074023652262374,3.8066624897703196,6.708203932499369,8.147141415836456,0.5116279069767442
1853,2002,Unprovoked,bahamas,43,Lemon shark,Apr,N,M,1,-78.0000547,1,0,0,0,1,0,7,1,0,0.184146551272749,3.7612001156935624,6.557438524302,7.970004721350402,0.4883720930232558
1854,2002,Unprovoked,usa,41,Unespecific,Apr,N,M,1,-100.445882,1,0,0,0,1,0,7,3,0,0.16089073731926065,3.713572066704308,6.4031242374328485,7.787508352596997,0.46511627906976744
1855,2002,Unprovoked,usa,29,Unespecific,Apr,N,M,1,-100.445882,1,0,0,1,0,0,7,3,0,0.021355853598330414,3.367295829986474,5.385164807134504,6.550576128997467,0.3255813953488372
1856,2002,Unprovoked,usa,17,Tiger shark,Mar,N,M,1,-100.445882,1,0,0,1,0,0,7,2,8,-0.11817903012259982,2.833213344056216,4.123105625617661,4.9204987475712345,0.18604651162790697
1857,2002,Unprovoked,usa,11,Unespecific,Mar,N,F,1,-100.445882,1,0,0,1,0,0,7,3,8,-0.18794647198306494,2.3978952727983707,3.3166247903554,3.804859608483185,0.11627906976744187
1858,2002,Unprovoked,brazil,16,Unespecific,Mar,Y,M,0,-53.2,0,0,1,1,0,0,7,3,8,-0.12980693709934402,2.772588722239781,4.0,4.754472937004027,0.1744186046511628
1859,2002,Unprovoked,usa,20,Unespecific,Mar,N,M,1,-100.445882,1,0,0,1,0,0,7,3,8,-0.08329530919236726,2.995732273553991,4.47213595499958,5.383838360482004,0.22093023255813954
1860,2002,Unprovoked,usa,39,Unespecific,Mar,N,M,1,-100.445882,1,0,0,0,1,0,7,3,8,0.13763492336577227,3.6635616461296463,6.244997998398398,7.599216268263662,0.441860465116279
1861,2002,Unprovoked,usa,31,Tiger shark,Mar,N,M,1,-100.445882,1,0,0,0,1,0,7,2,8,0.044611667551818786,3.4339872044851463,5.5677643628300215,6.776989545291685,0.34883720930232553
1862,2002,Invalid,new caledonia,44,Tiger shark,Mar,Unknown,M,0,165.4880773,0,1,0,0,1,0,3,2,8,0.19577445824949322,3.784189633918261,6.6332495807108,8.05921784635979,0.5
1863,2002,Unprovoked,turks & caicos,27,Unespecific,Feb,Y,M,1,-71.6201783,0,0,1,1,0,0,7,3,4,-0.0018999603551579575,3.295836866004329,5.196152422706632,6.313925056346614,0.3023255813953488
1864,2002,Unprovoked,australia,30,Lemon shark,Feb,N,M,0,134.755,1,0,0,0,1,0,7,1,4,0.0329837605750746,3.4011973816621555,5.477225575051661,6.664991716935973,0.3372093023255814
1865,2002,Unprovoked,australia,36,Lemon shark,Feb,N,M,0,134.755,1,0,0,0,1,0,7,1,4,0.10275120243553972,3.58351893845611,6.0,7.304806540050455,0.40697674418604646
1866,2002,Unprovoked,fiji,15,Unespecific,Feb,Y,M,0,179.0122737,0,0,1,1,0,0,7,3,4,-0.1414348440760882,2.70805020110221,3.872983346207417,4.581659276135893,0.16279069767441862
1867,2002,Boating,australia,35,Tiger shark,Feb,N,M,0,134.755,1,0,0,0,1,0,1,2,4,0.09112329545879554,3.5553480614894135,5.916079783099616,7.203188258363141,0.3953488372093023
1868,2002,Unprovoked,australia,20,Tiger shark,Jan,N,M,0,134.755,1,0,0,1,0,0,7,2,5,-0.08329530919236726,2.995732273553991,4.47213595499958,5.383838360482004,0.22093023255813954
1869,2002,Unprovoked,australia,32,Unespecific,Jan,N,M,0,134.755,1,0,0,0,1,0,7,3,5,0.05623957452856297,3.4657359027997265,5.656854249492381,6.886696297701842,0.36046511627906974
1870,2002,Unprovoked,south africa,16,Unespecific,Jan,N,M,0,24.991639,1,0,0,1,0,0,7,3,5,-0.12980693709934402,2.772588722239781,4.0,4.754472937004027,0.1744186046511628
