,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
52,159,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -4}, {'layer': '650mb', 'rh': -4}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 250, 'speed': 6}, {'layer': '900mb', 'direction': 250, 'speed': 6}, {'layer': '850mb', 'direction': 250, 'speed': 6}, {'layer': '800mb', 'direction': 255, 'speed': 6}, {'layer': '750mb', 'direction': 260, 'speed': 7}, {'layer': '700mb', 'direction': 260, 'speed': 7}, {'layer': '650mb', 'direction': 260, 'speed': 7}, {'layer': '600mb', 'direction': 260, 'speed': 7}, {'layer': '550mb', 'direction': 260, 'speed': 7}, {'layer': '500mb', 'direction': 260, 'speed': 8}, {'layer': '450mb', 'direction': 265, 'speed': 8}, {'layer': '400mb', 'direction': 265, 'speed': 8}, {'layer': '350mb', 'direction': 270, 'speed': 9}, {'layer': '300mb', 'direction': 275, 'speed': 8}, {'layer': '250mb', 'direction': 280, 'speed': 11}, {'layer': '200mb', 'direction': 280, 'speed': 13}]",9,10,9,1004,rain,5,0,245,5,new zealand
53,162,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -4}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 250, 'speed': 5}, {'layer': '900mb', 'direction': 250, 'speed': 5}, {'layer': '850mb', 'direction': 250, 'speed': 5}, {'layer': '800mb', 'direction': 255, 'speed': 5}, {'layer': '750mb', 'direction': 255, 'speed': 6}, {'layer': '700mb', 'direction': 260, 'speed': 7}, {'layer': '650mb', 'direction': 260, 'speed': 7}, {'layer': '600mb', 'direction': 265, 'speed': 7}, {'layer': '550mb', 'direction': 265, 'speed': 7}, {'layer': '500mb', 'direction': 265, 'speed': 8}, {'layer': '450mb', 'direction': 265, 'speed': 8}, {'layer': '400mb', 'direction': 270, 'speed': 8}, {'layer': '350mb', 'direction': 275, 'speed': 8}, {'layer': '300mb', 'direction': 280, 'speed': 8}, {'layer': '250mb', 'direction': 280, 'speed': 11}, {'layer': '200mb', 'direction': 280, 'speed': 13}]",9,10,9,1004,rain,5,0,245,5,new zealand
54,165,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 250, 'speed': 5}, {'layer': '900mb', 'direction': 250, 'speed': 5}, {'layer': '850mb', 'direction': 255, 'speed': 5}, {'layer': '800mb', 'direction': 260, 'speed': 5}, {'layer': '750mb', 'direction': 265, 'speed': 6}, {'layer': '700mb', 'direction': 265, 'speed': 6}, {'layer': '650mb', 'direction': 265, 'speed': 7}, {'layer': '600mb', 'direction': 265, 'speed': 7}, {'layer': '550mb', 'direction': 265, 'speed': 7}, {'layer': '500mb', 'direction': 270, 'speed': 7}, {'layer': '450mb', 'direction': 275, 'speed': 8}, {'layer': '400mb', 'direction': 275, 'speed': 7}, {'layer': '350mb', 'direction': 275, 'speed': 7}, {'layer': '300mb', 'direction': 280, 'speed': 8}, {'layer': '250mb', 'direction': 285, 'speed': 10}, {'layer': '200mb', 'direction': 285, 'speed': 12}]",9,10,9,1005,rain,5,0,245,5,new zealand
55,168,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 15}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 255, 'speed': 5}, {'layer': '900mb', 'direction': 260, 'speed': 5}, {'layer': '850mb', 'direction': 265, 'speed': 5}, {'layer': '800mb', 'direction': 265, 'speed': 5}, {'layer': '750mb', 'direction': 260, 'speed': 5}, {'layer': '700mb', 'direction': 265, 'speed': 6}, {'layer': '650mb', 'direction': 270, 'speed': 7}, {'layer': '600mb', 'direction': 270, 'speed': 7}, {'layer': '550mb', 'direction': 275, 'speed': 7}, {'layer': '500mb', 'direction': 275, 'speed': 7}, {'layer': '450mb', 'direction': 275, 'speed': 7}, {'layer': '400mb', 'direction': 280, 'speed': 7}, {'layer': '350mb', 'direction': 280, 'speed': 7}, {'layer': '300mb', 'direction': 275, 'speed': 8}, {'layer': '250mb', 'direction': 285, 'speed': 10}, {'layer': '200mb', 'direction': 280, 'speed': 11}]",10,10,10,1005,rain,5,0,250,5,new zealand
56,171,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 8}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 260, 'speed': 5}, {'layer': '900mb', 'direction': 260, 'speed': 5}, {'layer': '850mb', 'direction': 260, 'speed': 5}, {'layer': '800mb', 'direction': 260, 'speed': 5}, {'layer': '750mb', 'direction': 260, 'speed': 6}, {'layer': '700mb', 'direction': 265, 'speed': 6}, {'layer': '650mb', 'direction': 270, 'speed': 7}, {'layer': '600mb', 'direction': 275, 'speed': 7}, {'layer': '550mb', 'direction': 275, 'speed': 7}, {'layer': '500mb', 'direction': 275, 'speed': 7}, {'layer': '450mb', 'direction': 275, 'speed': 7}, {'layer': '400mb', 'direction': 275, 'speed': 7}, {'layer': '350mb', 'direction': 280, 'speed': 7}, {'layer': '300mb', 'direction': 280, 'speed': 8}, {'layer': '250mb', 'direction': 280, 'speed': 9}, {'layer': '200mb', 'direction': 275, 'speed': 11}]",9,10,7,1004,rain,5,0,260,5,new zealand
57,174,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 16}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 250, 'speed': 5}, {'layer': '900mb', 'direction': 250, 'speed': 5}, {'layer': '850mb', 'direction': 260, 'speed': 5}, {'layer': '800mb', 'direction': 265, 'speed': 5}, {'layer': '750mb', 'direction': 265, 'speed': 5}, {'layer': '700mb', 'direction': 265, 'speed': 5}, {'layer': '650mb', 'direction': 265, 'speed': 6}, {'layer': '600mb', 'direction': 270, 'speed': 6}, {'layer': '550mb', 'direction': 275, 'speed': 7}, {'layer': '500mb', 'direction': 275, 'speed': 7}, {'layer': '450mb', 'direction': 275, 'speed': 7}, {'layer': '400mb', 'direction': 280, 'speed': 7}, {'layer': '350mb', 'direction': 280, 'speed': 7}, {'layer': '300mb', 'direction': 280, 'speed': 8}, {'layer': '250mb', 'direction': 280, 'speed': 10}, {'layer': '200mb', 'direction': 275, 'speed': 11}]",10,6,9,1005,rain,5,0,245,4,new zealand
58,177,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 250, 'speed': 5}, {'layer': '900mb', 'direction': 260, 'speed': 5}, {'layer': '850mb', 'direction': 265, 'speed': 5}, {'layer': '800mb', 'direction': 265, 'speed': 5}, {'layer': '750mb', 'direction': 265, 'speed': 6}, {'layer': '700mb', 'direction': 270, 'speed': 6}, {'layer': '650mb', 'direction': 270, 'speed': 6}, {'layer': '600mb', 'direction': 270, 'speed': 7}, {'layer': '550mb', 'direction': 275, 'speed': 7}, {'layer': '500mb', 'direction': 280, 'speed': 7}, {'layer': '450mb', 'direction': 280, 'speed': 8}, {'layer': '400mb', 'direction': 280, 'speed': 8}, {'layer': '350mb', 'direction': 280, 'speed': 8}, {'layer': '300mb', 'direction': 280, 'speed': 9}, {'layer': '250mb', 'direction': 275, 'speed': 10}, {'layer': '200mb', 'direction': 280, 'speed': 11}]",9,6,9,1006,rain,5,0,250,4,new zealand
59,180,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 9}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 14}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 250, 'speed': 4}, {'layer': '900mb', 'direction': 255, 'speed': 4}, {'layer': '850mb', 'direction': 265, 'speed': 5}, {'layer': '800mb', 'direction': 265, 'speed': 5}, {'layer': '750mb', 'direction': 260, 'speed': 6}, {'layer': '700mb', 'direction': 265, 'speed': 6}, {'layer': '650mb', 'direction': 275, 'speed': 7}, {'layer': '600mb', 'direction': 280, 'speed': 7}, {'layer': '550mb', 'direction': 280, 'speed': 7}, {'layer': '500mb', 'direction': 280, 'speed': 7}, {'layer': '450mb', 'direction': 280, 'speed': 8}, {'layer': '400mb', 'direction': 285, 'speed': 9}, {'layer': '350mb', 'direction': 285, 'speed': 9}, {'layer': '300mb', 'direction': 280, 'speed': 10}, {'layer': '250mb', 'direction': 280, 'speed': 11}, {'layer': '200mb', 'direction': 280, 'speed': 11}]",9,6,8,1006,rain,5,0,240,4,new zealand
60,183,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 16}, {'layer': '550mb', 'rh': 16}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 245, 'speed': 3}, {'layer': '900mb', 'direction': 250, 'speed': 3}, {'layer': '850mb', 'direction': 260, 'speed': 4}, {'layer': '800mb', 'direction': 255, 'speed': 5}, {'layer': '750mb', 'direction': 260, 'speed': 6}, {'layer': '700mb', 'direction': 270, 'speed': 6}, {'layer': '650mb', 'direction': 275, 'speed': 6}, {'layer': '600mb', 'direction': 290, 'speed': 7}, {'layer': '550mb', 'direction': 285, 'speed': 7}, {'layer': '500mb', 'direction': 285, 'speed': 8}, {'layer': '450mb', 'direction': 280, 'speed': 9}, {'layer': '400mb', 'direction': 280, 'speed': 10}, {'layer': '350mb', 'direction': 280, 'speed': 9}, {'layer': '300mb', 'direction': 285, 'speed': 10}, {'layer': '250mb', 'direction': 285, 'speed': 11}, {'layer': '200mb', 'direction': 280, 'speed': 10}]",9,2,8,1006,rain,5,0,240,3,new zealand
61,186,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 14}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 215, 'speed': 3}, {'layer': '900mb', 'direction': 225, 'speed': 3}, {'layer': '850mb', 'direction': 260, 'speed': 3}, {'layer': '800mb', 'direction': 270, 'speed': 4}, {'layer': '750mb', 'direction': 270, 'speed': 5}, {'layer': '700mb', 'direction': 275, 'speed': 5}, {'layer': '650mb', 'direction': 275, 'speed': 6}, {'layer': '600mb', 'direction': 280, 'speed': 7}, {'layer': '550mb', 'direction': 285, 'speed': 7}, {'layer': '500mb', 'direction': 285, 'speed': 8}, {'layer': '450mb', 'direction': 285, 'speed': 10}, {'layer': '400mb', 'direction': 285, 'speed': 10}, {'layer': '350mb', 'direction': 285, 'speed': 10}, {'layer': '300mb', 'direction': 290, 'speed': 11}, {'layer': '250mb', 'direction': 280, 'speed': 11}, {'layer': '200mb', 'direction': 280, 'speed': 9}]",9,2,9,1006,rain,6,0,205,3,new zealand
62,189,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 15}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 16}, {'layer': '550mb', 'rh': 16}, {'layer': '500mb', 'rh': 16}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 130, 'speed': 2}, {'layer': '900mb', 'direction': 125, 'speed': 2}, {'layer': '850mb', 'direction': 300, 'speed': 2}, {'layer': '800mb', 'direction': 295, 'speed': 3}, {'layer': '750mb', 'direction': 290, 'speed': 4}, {'layer': '700mb', 'direction': 285, 'speed': 5}, {'layer': '650mb', 'direction': 285, 'speed': 5}, {'layer': '600mb', 'direction': 285, 'speed': 6}, {'layer': '550mb', 'direction': 290, 'speed': 6}, {'layer': '500mb', 'direction': 290, 'speed': 7}, {'layer': '450mb', 'direction': 280, 'speed': 8}, {'layer': '400mb', 'direction': 285, 'speed': 11}, {'layer': '350mb', 'direction': 290, 'speed': 11}, {'layer': '300mb', 'direction': 290, 'speed': 11}, {'layer': '250mb', 'direction': 285, 'speed': 9}, {'layer': '200mb', 'direction': 280, 'speed': 9}]",6,2,9,1006,rain,6,0,175,3,new zealand
63,192,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 15}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 16}, {'layer': '450mb', 'rh': 16}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 170, 'speed': 4}, {'layer': '900mb', 'direction': 175, 'speed': 4}, {'layer': '850mb', 'direction': 190, 'speed': 4}, {'layer': '800mb', 'direction': 200, 'speed': 3}, {'layer': '750mb', 'direction': 200, 'speed': 2}, {'layer': '700mb', 'direction': 315, 'speed': 3}, {'layer': '650mb', 'direction': 285, 'speed': 4}, {'layer': '600mb', 'direction': 285, 'speed': 5}, {'layer': '550mb', 'direction': 290, 'speed': 5}, {'layer': '500mb', 'direction': 305, 'speed': 7}, {'layer': '450mb', 'direction': 315, 'speed': 7}, {'layer': '400mb', 'direction': 295, 'speed': 9}, {'layer': '350mb', 'direction': 295, 'speed': 10}, {'layer': '300mb', 'direction': 285, 'speed': 9}, {'layer': '250mb', 'direction': 285, 'speed': 8}, {'layer': '200mb', 'direction': 275, 'speed': 8}]",6,2,13,1007,rain,6,0,170,5,new zealand
0,3,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 135, 'speed': 2}, {'layer': '750mb', 'direction': 215, 'speed': 2}, {'layer': '700mb', 'direction': 255, 'speed': 2}, {'layer': '650mb', 'direction': 280, 'speed': 2}, {'layer': '600mb', 'direction': 310, 'speed': 2}, {'layer': '550mb', 'direction': 270, 'speed': 2}, {'layer': '500mb', 'direction': 260, 'speed': 2}, {'layer': '450mb', 'direction': 185, 'speed': 2}, {'layer': '400mb', 'direction': 265, 'speed': 3}, {'layer': '350mb', 'direction': 260, 'speed': 3}, {'layer': '300mb', 'direction': 280, 'speed': 3}, {'layer': '250mb', 'direction': 280, 'speed': 4}, {'layer': '200mb', 'direction': 295, 'speed': 5}]",27,2,9,1012,none,0,0,90,3,papua new guinea
1,6,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 125, 'speed': 2}, {'layer': '750mb', 'direction': 225, 'speed': 2}, {'layer': '700mb', 'direction': 255, 'speed': 2}, {'layer': '650mb', 'direction': 280, 'speed': 2}, {'layer': '600mb', 'direction': 310, 'speed': 2}, {'layer': '550mb', 'direction': 260, 'speed': 2}, {'layer': '500mb', 'direction': 245, 'speed': 2}, {'layer': '450mb', 'direction': 210, 'speed': 2}, {'layer': '400mb', 'direction': 255, 'speed': 4}, {'layer': '350mb', 'direction': 280, 'speed': 4}, {'layer': '300mb', 'direction': 300, 'speed': 3}, {'layer': '250mb', 'direction': 275, 'speed': 4}, {'layer': '200mb', 'direction': 310, 'speed': 5}]",27,2,10,1014,none,0,0,90,3,papua new guinea
2,9,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 90, 'speed': 3}, {'layer': '900mb', 'direction': 85, 'speed': 3}, {'layer': '850mb', 'direction': 90, 'speed': 3}, {'layer': '800mb', 'direction': 130, 'speed': 2}, {'layer': '750mb', 'direction': 205, 'speed': 2}, {'layer': '700mb', 'direction': 245, 'speed': 2}, {'layer': '650mb', 'direction': 275, 'speed': 2}, {'layer': '600mb', 'direction': 285, 'speed': 2}, {'layer': '550mb', 'direction': 265, 'speed': 2}, {'layer': '500mb', 'direction': 220, 'speed': 2}, {'layer': '450mb', 'direction': 215, 'speed': 2}, {'layer': '400mb', 'direction': 270, 'speed': 4}, {'layer': '350mb', 'direction': 285, 'speed': 5}, {'layer': '300mb', 'direction': 290, 'speed': 4}, {'layer': '250mb', 'direction': 260, 'speed': 4}, {'layer': '200mb', 'direction': 305, 'speed': 5}]",27,2,11,1014,none,1,0,90,3,papua new guinea
3,12,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 85, 'speed': 3}, {'layer': '850mb', 'direction': 90, 'speed': 3}, {'layer': '800mb', 'direction': 140, 'speed': 2}, {'layer': '750mb', 'direction': 210, 'speed': 2}, {'layer': '700mb', 'direction': 245, 'speed': 2}, {'layer': '650mb', 'direction': 285, 'speed': 2}, {'layer': '600mb', 'direction': 300, 'speed': 2}, {'layer': '550mb', 'direction': 255, 'speed': 2}, {'layer': '500mb', 'direction': 215, 'speed': 3}, {'layer': '450mb', 'direction': 210, 'speed': 3}, {'layer': '400mb', 'direction': 270, 'speed': 4}, {'layer': '350mb', 'direction': 290, 'speed': 4}, {'layer': '300mb', 'direction': 280, 'speed': 5}, {'layer': '250mb', 'direction': 270, 'speed': 5}, {'layer': '200mb', 'direction': 295, 'speed': 4}]",27,2,10,1012,none,1,0,95,3,papua new guinea
4,15,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -3}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 105, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 85, 'speed': 3}, {'layer': '800mb', 'direction': 125, 'speed': 2}, {'layer': '750mb', 'direction': 200, 'speed': 2}, {'layer': '700mb', 'direction': 235, 'speed': 3}, {'layer': '650mb', 'direction': 275, 'speed': 2}, {'layer': '600mb', 'direction': 290, 'speed': 2}, {'layer': '550mb', 'direction': 255, 'speed': 2}, {'layer': '500mb', 'direction': 215, 'speed': 3}, {'layer': '450mb', 'direction': 250, 'speed': 3}, {'layer': '400mb', 'direction': 275, 'speed': 4}, {'layer': '350mb', 'direction': 285, 'speed': 4}, {'layer': '300mb', 'direction': 270, 'speed': 5}, {'layer': '250mb', 'direction': 275, 'speed': 4}, {'layer': '200mb', 'direction': 295, 'speed': 3}]",27,2,10,1013,none,1,0,100,3,papua new guinea
