,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,wind_950mb,wind_900mb,wind_850mb,wind_800mb,wind_750mb,wind_700mb,wind_650mb,wind_600mb,wind_550mb,wind_500mb,wind_450mb,wind_400mb,wind_350mb,wind_300mb,wind_250mb,wind_200mb,index,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
38,13,7,7,9,10,10,3,-2,-3,-3,-2,2,15,16,16,16,3,2,2,2,3,3,4,4,4,5,5,5,6,5,6,6,38,117,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 7}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -3}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 40, 'speed': 3}, {'layer': '900mb', 'direction': 20, 'speed': 2}, {'layer': '850mb', 'direction': 25, 'speed': 2}, {'layer': '800mb', 'direction': 20, 'speed': 2}, {'layer': '750mb', 'direction': 280, 'speed': 3}, {'layer': '700mb', 'direction': 265, 'speed': 3}, {'layer': '650mb', 'direction': 255, 'speed': 4}, {'layer': '600mb', 'direction': 265, 'speed': 4}, {'layer': '550mb', 'direction': 285, 'speed': 4}, {'layer': '500mb', 'direction': 285, 'speed': 5}, {'layer': '450mb', 'direction': 280, 'speed': 5}, {'layer': '400mb', 'direction': 270, 'speed': 5}, {'layer': '350mb', 'direction': 265, 'speed': 6}, {'layer': '300mb', 'direction': 270, 'speed': 5}, {'layer': '250mb', 'direction': 265, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 6}]",23,-4,11,1011,none,1,0,55,3,usa
39,14,8,10,9,10,7,0,-1,-2,-2,-1,12,16,16,13,16,3,3,2,2,3,4,4,4,4,5,5,5,5,6,6,7,39,120,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 0}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': 40, 'speed': 3}, {'layer': '900mb', 'direction': 45, 'speed': 3}, {'layer': '850mb', 'direction': 130, 'speed': 2}, {'layer': '800mb', 'direction': 165, 'speed': 2}, {'layer': '750mb', 'direction': 275, 'speed': 3}, {'layer': '700mb', 'direction': 250, 'speed': 4}, {'layer': '650mb', 'direction': 260, 'speed': 4}, {'layer': '600mb', 'direction': 270, 'speed': 4}, {'layer': '550mb', 'direction': 275, 'speed': 4}, {'layer': '500mb', 'direction': 270, 'speed': 5}, {'layer': '450mb', 'direction': 270, 'speed': 5}, {'layer': '400mb', 'direction': 275, 'speed': 5}, {'layer': '350mb', 'direction': 275, 'speed': 5}, {'layer': '300mb', 'direction': 270, 'speed': 6}, {'layer': '250mb', 'direction': 270, 'speed': 6}, {'layer': '200mb', 'direction': 275, 'speed': 7}]",22,-1,11,1012,none,1,0,55,3,usa
40,11,9,10,9,8,8,1,-1,-2,-1,4,14,12,16,16,13,3,3,2,3,4,5,4,4,5,5,5,5,5,6,6,7,40,123,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 1}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': 12}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 13}]","[{'layer': '950mb', 'direction': 45, 'speed': 3}, {'layer': '900mb', 'direction': 50, 'speed': 3}, {'layer': '850mb', 'direction': 110, 'speed': 2}, {'layer': '800mb', 'direction': 185, 'speed': 3}, {'layer': '750mb', 'direction': 245, 'speed': 4}, {'layer': '700mb', 'direction': 250, 'speed': 5}, {'layer': '650mb', 'direction': 265, 'speed': 4}, {'layer': '600mb', 'direction': 275, 'speed': 4}, {'layer': '550mb', 'direction': 265, 'speed': 5}, {'layer': '500mb', 'direction': 265, 'speed': 5}, {'layer': '450mb', 'direction': 260, 'speed': 5}, {'layer': '400mb', 'direction': 260, 'speed': 5}, {'layer': '350mb', 'direction': 260, 'speed': 5}, {'layer': '300mb', 'direction': 270, 'speed': 6}, {'layer': '250mb', 'direction': 275, 'speed': 6}, {'layer': '200mb', 'direction': 280, 'speed': 7}]",22,2,10,1013,none,1,0,35,3,usa
41,14,14,10,8,8,11,3,-1,-1,-1,7,13,11,13,12,13,3,3,2,3,4,5,5,4,5,5,5,5,5,6,6,7,41,126,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 3}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 7}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 11}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 12}, {'layer': '200mb', 'rh': 13}]","[{'layer': '950mb', 'direction': 70, 'speed': 3}, {'layer': '900mb', 'direction': 70, 'speed': 3}, {'layer': '850mb', 'direction': 125, 'speed': 2}, {'layer': '800mb', 'direction': 220, 'speed': 3}, {'layer': '750mb', 'direction': 240, 'speed': 4}, {'layer': '700mb', 'direction': 255, 'speed': 5}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 260, 'speed': 4}, {'layer': '550mb', 'direction': 270, 'speed': 5}, {'layer': '500mb', 'direction': 270, 'speed': 5}, {'layer': '450mb', 'direction': 265, 'speed': 5}, {'layer': '400mb', 'direction': 265, 'speed': 5}, {'layer': '350mb', 'direction': 260, 'speed': 5}, {'layer': '300mb', 'direction': 270, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 6}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",22,2,10,1013,none,1,0,60,3,usa
42,14,15,15,10,8,11,7,0,-2,0,11,15,11,12,10,15,3,3,3,3,5,5,5,4,4,5,5,5,6,6,6,6,42,129,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 7}, {'layer': '600mb', 'rh': 0}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 11}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 10}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 165, 'speed': 3}, {'layer': '900mb', 'direction': 165, 'speed': 3}, {'layer': '850mb', 'direction': 165, 'speed': 3}, {'layer': '800mb', 'direction': 225, 'speed': 3}, {'layer': '750mb', 'direction': 245, 'speed': 5}, {'layer': '700mb', 'direction': 240, 'speed': 5}, {'layer': '650mb', 'direction': 250, 'speed': 5}, {'layer': '600mb', 'direction': 255, 'speed': 4}, {'layer': '550mb', 'direction': 255, 'speed': 4}, {'layer': '500mb', 'direction': 255, 'speed': 5}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 260, 'speed': 5}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 260, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 6}, {'layer': '200mb', 'direction': 270, 'speed': 6}]",22,-1,10,1014,none,1,0,165,3,usa
43,11,11,14,9,8,10,5,-1,-1,0,11,14,7,13,13,14,3,3,3,3,4,5,4,4,5,5,6,6,6,6,6,7,43,132,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 5}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': 7}, {'layer': '300mb', 'rh': 13}, {'layer': '250mb', 'rh': 13}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': 175, 'speed': 3}, {'layer': '900mb', 'direction': 180, 'speed': 3}, {'layer': '850mb', 'direction': 190, 'speed': 3}, {'layer': '800mb', 'direction': 210, 'speed': 3}, {'layer': '750mb', 'direction': 225, 'speed': 4}, {'layer': '700mb', 'direction': 235, 'speed': 5}, {'layer': '650mb', 'direction': 245, 'speed': 4}, {'layer': '600mb', 'direction': 240, 'speed': 4}, {'layer': '550mb', 'direction': 240, 'speed': 5}, {'layer': '500mb', 'direction': 240, 'speed': 5}, {'layer': '450mb', 'direction': 245, 'speed': 6}, {'layer': '400mb', 'direction': 255, 'speed': 6}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 255, 'speed': 6}, {'layer': '250mb', 'direction': 260, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 7}]",22,2,8,1013,none,1,0,170,3,usa
44,10,12,10,6,6,8,2,-1,-1,0,8,8,9,5,15,14,3,3,3,4,4,4,4,5,5,5,6,6,6,6,6,7,44,135,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 10}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': -1}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 9}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 15}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': 185, 'speed': 3}, {'layer': '900mb', 'direction': 200, 'speed': 3}, {'layer': '850mb', 'direction': 205, 'speed': 3}, {'layer': '800mb', 'direction': 205, 'speed': 4}, {'layer': '750mb', 'direction': 220, 'speed': 4}, {'layer': '700mb', 'direction': 235, 'speed': 4}, {'layer': '650mb', 'direction': 240, 'speed': 4}, {'layer': '600mb', 'direction': 245, 'speed': 5}, {'layer': '550mb', 'direction': 245, 'speed': 5}, {'layer': '500mb', 'direction': 245, 'speed': 5}, {'layer': '450mb', 'direction': 250, 'speed': 6}, {'layer': '400mb', 'direction': 255, 'speed': 6}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 260, 'speed': 6}, {'layer': '250mb', 'direction': 255, 'speed': 6}, {'layer': '200mb', 'direction': 255, 'speed': 7}]",22,2,7,1011,none,1,0,170,3,usa
45,11,10,10,6,7,7,6,2,-1,-1,-2,-2,3,9,16,15,3,3,3,3,4,5,5,5,5,5,6,6,6,7,6,7,45,138,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 11}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 6}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -2}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': 180, 'speed': 3}, {'layer': '900mb', 'direction': 180, 'speed': 3}, {'layer': '850mb', 'direction': 195, 'speed': 3}, {'layer': '800mb', 'direction': 250, 'speed': 3}, {'layer': '750mb', 'direction': 270, 'speed': 4}, {'layer': '700mb', 'direction': 280, 'speed': 5}, {'layer': '650mb', 'direction': 280, 'speed': 5}, {'layer': '600mb', 'direction': 260, 'speed': 5}, {'layer': '550mb', 'direction': 250, 'speed': 5}, {'layer': '500mb', 'direction': 245, 'speed': 5}, {'layer': '450mb', 'direction': 245, 'speed': 6}, {'layer': '400mb', 'direction': 240, 'speed': 6}, {'layer': '350mb', 'direction': 245, 'speed': 6}, {'layer': '300mb', 'direction': 245, 'speed': 7}, {'layer': '250mb', 'direction': 250, 'speed': 6}, {'layer': '200mb', 'direction': 245, 'speed': 7}]",22,2,8,1010,none,1,0,180,3,usa
46,12,10,10,7,9,12,12,4,0,0,-2,2,1,9,10,10,3,3,3,4,4,5,5,5,5,5,6,6,7,6,7,7,46,141,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 4}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 9}, {'layer': '250mb', 'rh': 10}, {'layer': '200mb', 'rh': 10}]","[{'layer': '950mb', 'direction': 180, 'speed': 3}, {'layer': '900mb', 'direction': 185, 'speed': 3}, {'layer': '850mb', 'direction': 205, 'speed': 3}, {'layer': '800mb', 'direction': 215, 'speed': 4}, {'layer': '750mb', 'direction': 220, 'speed': 4}, {'layer': '700mb', 'direction': 230, 'speed': 5}, {'layer': '650mb', 'direction': 250, 'speed': 5}, {'layer': '600mb', 'direction': 255, 'speed': 5}, {'layer': '550mb', 'direction': 245, 'speed': 5}, {'layer': '500mb', 'direction': 240, 'speed': 5}, {'layer': '450mb', 'direction': 235, 'speed': 6}, {'layer': '400mb', 'direction': 240, 'speed': 6}, {'layer': '350mb', 'direction': 250, 'speed': 7}, {'layer': '300mb', 'direction': 250, 'speed': 6}, {'layer': '250mb', 'direction': 240, 'speed': 7}, {'layer': '200mb', 'direction': 240, 'speed': 7}]",22,2,9,1011,rain,1,0,180,3,usa
47,13,11,9,9,6,8,6,1,-2,1,14,12,5,5,14,14,2,2,3,5,5,4,5,5,6,6,6,6,6,7,7,7,47,144,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 6}, {'layer': '600mb', 'rh': 1}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 12}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 14}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': 135, 'speed': 2}, {'layer': '900mb', 'direction': 195, 'speed': 2}, {'layer': '850mb', 'direction': 210, 'speed': 3}, {'layer': '800mb', 'direction': 230, 'speed': 5}, {'layer': '750mb', 'direction': 245, 'speed': 5}, {'layer': '700mb', 'direction': 235, 'speed': 4}, {'layer': '650mb', 'direction': 230, 'speed': 5}, {'layer': '600mb', 'direction': 235, 'speed': 5}, {'layer': '550mb', 'direction': 245, 'speed': 6}, {'layer': '500mb', 'direction': 245, 'speed': 6}, {'layer': '450mb', 'direction': 240, 'speed': 6}, {'layer': '400mb', 'direction': 240, 'speed': 6}, {'layer': '350mb', 'direction': 235, 'speed': 6}, {'layer': '300mb', 'direction': 235, 'speed': 7}, {'layer': '250mb', 'direction': 235, 'speed': 7}, {'layer': '200mb', 'direction': 240, 'speed': 7}]",21,2,10,1010,rain,2,0,160,2,usa
48,14,13,10,4,4,4,6,3,0,12,15,6,16,12,16,5,2,2,3,4,4,6,6,5,5,6,6,6,7,7,7,7,48,147,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 4}, {'layer': '700mb', 'rh': 4}, {'layer': '650mb', 'rh': 6}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 12}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 6}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 145, 'speed': 2}, {'layer': '900mb', 'direction': 185, 'speed': 2}, {'layer': '850mb', 'direction': 245, 'speed': 3}, {'layer': '800mb', 'direction': 255, 'speed': 4}, {'layer': '750mb', 'direction': 235, 'speed': 4}, {'layer': '700mb', 'direction': 220, 'speed': 6}, {'layer': '650mb', 'direction': 220, 'speed': 6}, {'layer': '600mb', 'direction': 235, 'speed': 5}, {'layer': '550mb', 'direction': 240, 'speed': 5}, {'layer': '500mb', 'direction': 240, 'speed': 6}, {'layer': '450mb', 'direction': 240, 'speed': 6}, {'layer': '400mb', 'direction': 240, 'speed': 6}, {'layer': '350mb', 'direction': 240, 'speed': 7}, {'layer': '300mb', 'direction': 235, 'speed': 7}, {'layer': '250mb', 'direction': 230, 'speed': 7}, {'layer': '200mb', 'direction': 230, 'speed': 7}]",21,-1,11,1010,none,2,0,180,2,usa
49,13,15,12,4,3,3,7,5,4,15,13,13,16,16,11,-1,2,2,2,3,4,5,6,6,5,6,6,7,7,7,8,7,49,150,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 3}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 7}, {'layer': '600mb', 'rh': 5}, {'layer': '550mb', 'rh': 4}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 11}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 20, 'speed': 2}, {'layer': '900mb', 'direction': 55, 'speed': 2}, {'layer': '850mb', 'direction': 265, 'speed': 2}, {'layer': '800mb', 'direction': 255, 'speed': 3}, {'layer': '750mb', 'direction': 245, 'speed': 4}, {'layer': '700mb', 'direction': 235, 'speed': 5}, {'layer': '650mb', 'direction': 220, 'speed': 6}, {'layer': '600mb', 'direction': 215, 'speed': 6}, {'layer': '550mb', 'direction': 225, 'speed': 5}, {'layer': '500mb', 'direction': 235, 'speed': 6}, {'layer': '450mb', 'direction': 235, 'speed': 6}, {'layer': '400mb', 'direction': 235, 'speed': 7}, {'layer': '350mb', 'direction': 235, 'speed': 7}, {'layer': '300mb', 'direction': 230, 'speed': 7}, {'layer': '250mb', 'direction': 230, 'speed': 8}, {'layer': '200mb', 'direction': 245, 'speed': 7}]",21,-1,10,1011,none,2,0,5,2,usa
50,13,15,15,7,5,4,8,1,10,9,13,15,15,10,3,-2,3,2,2,3,4,5,6,5,6,6,6,7,7,8,8,6,50,153,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 15}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 5}, {'layer': '700mb', 'rh': 4}, {'layer': '650mb', 'rh': 8}, {'layer': '600mb', 'rh': 1}, {'layer': '550mb', 'rh': 10}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 15}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 40, 'speed': 3}, {'layer': '900mb', 'direction': 45, 'speed': 2}, {'layer': '850mb', 'direction': 155, 'speed': 2}, {'layer': '800mb', 'direction': 260, 'speed': 3}, {'layer': '750mb', 'direction': 250, 'speed': 4}, {'layer': '700mb', 'direction': 225, 'speed': 5}, {'layer': '650mb', 'direction': 220, 'speed': 6}, {'layer': '600mb', 'direction': 225, 'speed': 5}, {'layer': '550mb', 'direction': 230, 'speed': 6}, {'layer': '500mb', 'direction': 230, 'speed': 6}, {'layer': '450mb', 'direction': 225, 'speed': 6}, {'layer': '400mb', 'direction': 225, 'speed': 7}, {'layer': '350mb', 'direction': 225, 'speed': 7}, {'layer': '300mb', 'direction': 225, 'speed': 8}, {'layer': '250mb', 'direction': 230, 'speed': 8}, {'layer': '200mb', 'direction': 235, 'speed': 6}]",21,-1,9,1012,none,2,0,45,3,usa
51,7,10,15,15,8,3,2,2,7,9,3,8,0,0,-1,-3,3,3,2,2,3,5,5,6,6,6,6,7,7,7,6,5,51,156,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 7}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 3}, {'layer': '650mb', 'rh': 2}, {'layer': '600mb', 'rh': 2}, {'layer': '550mb', 'rh': 7}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 20, 'speed': 3}, {'layer': '900mb', 'direction': 20, 'speed': 3}, {'layer': '850mb', 'direction': 140, 'speed': 2}, {'layer': '800mb', 'direction': 260, 'speed': 2}, {'layer': '750mb', 'direction': 245, 'speed': 3}, {'layer': '700mb', 'direction': 225, 'speed': 5}, {'layer': '650mb', 'direction': 230, 'speed': 5}, {'layer': '600mb', 'direction': 235, 'speed': 6}, {'layer': '550mb', 'direction': 235, 'speed': 6}, {'layer': '500mb', 'direction': 230, 'speed': 6}, {'layer': '450mb', 'direction': 230, 'speed': 6}, {'layer': '400mb', 'direction': 225, 'speed': 7}, {'layer': '350mb', 'direction': 225, 'speed': 7}, {'layer': '300mb', 'direction': 225, 'speed': 7}, {'layer': '250mb', 'direction': 235, 'speed': 6}, {'layer': '200mb', 'direction': 250, 'speed': 5}]",23,2,4,1013,rain,2,0,15,4,usa
52,8,9,10,13,13,14,13,10,3,2,2,4,5,-2,-2,-3,5,4,2,3,4,4,5,5,5,5,6,6,6,5,5,5,52,159,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 8}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 10}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 5}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -2}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 355, 'speed': 5}, {'layer': '900mb', 'direction': 5, 'speed': 4}, {'layer': '850mb', 'direction': 30, 'speed': 2}, {'layer': '800mb', 'direction': 215, 'speed': 3}, {'layer': '750mb', 'direction': 235, 'speed': 4}, {'layer': '700mb', 'direction': 245, 'speed': 4}, {'layer': '650mb', 'direction': 255, 'speed': 5}, {'layer': '600mb', 'direction': 245, 'speed': 5}, {'layer': '550mb', 'direction': 245, 'speed': 5}, {'layer': '500mb', 'direction': 240, 'speed': 5}, {'layer': '450mb', 'direction': 240, 'speed': 6}, {'layer': '400mb', 'direction': 240, 'speed': 6}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 275, 'speed': 5}, {'layer': '250mb', 'direction': 285, 'speed': 5}, {'layer': '200mb', 'direction': 280, 'speed': 5}]",21,2,5,1014,rain,2,0,10,5,usa
53,7,8,9,12,16,15,15,15,6,4,5,9,0,-3,-3,-4,5,5,4,4,2,4,5,5,6,6,6,5,6,6,6,5,53,162,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 7}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 16}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 9}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -4}]","[{'layer': '950mb', 'direction': 350, 'speed': 5}, {'layer': '900mb', 'direction': 335, 'speed': 5}, {'layer': '850mb', 'direction': 310, 'speed': 4}, {'layer': '800mb', 'direction': 300, 'speed': 4}, {'layer': '750mb', 'direction': 280, 'speed': 2}, {'layer': '700mb', 'direction': 230, 'speed': 4}, {'layer': '650mb', 'direction': 240, 'speed': 5}, {'layer': '600mb', 'direction': 260, 'speed': 5}, {'layer': '550mb', 'direction': 265, 'speed': 6}, {'layer': '500mb', 'direction': 265, 'speed': 6}, {'layer': '450mb', 'direction': 260, 'speed': 6}, {'layer': '400mb', 'direction': 260, 'speed': 5}, {'layer': '350mb', 'direction': 270, 'speed': 6}, {'layer': '300mb', 'direction': 285, 'speed': 6}, {'layer': '250mb', 'direction': 290, 'speed': 6}, {'layer': '200mb', 'direction': 280, 'speed': 5}]",20,2,5,1015,rain,2,0,345,4,usa
