,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,wind_950mb,wind_900mb,wind_850mb,wind_800mb,wind_750mb,wind_700mb,wind_650mb,wind_600mb,wind_550mb,wind_500mb,wind_450mb,wind_400mb,wind_350mb,wind_300mb,wind_250mb,wind_200mb,index,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
274,12,9,2,0,1,-1,-2,-2,-2,-2,3,3,0,0,-1,4,3,3,2,2,2,3,3,3,3,3,5,5,5,6,5,7,18,57,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 3}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 80, 'speed': 3}, {'layer': '900mb', 'direction': 60, 'speed': 3}, {'layer': '850mb', 'direction': 30, 'speed': 2}, {'layer': '800mb', 'direction': 335, 'speed': 2}, {'layer': '750mb', 'direction': 265, 'speed': 2}, {'layer': '700mb', 'direction': 260, 'speed': 3}, {'layer': '650mb', 'direction': 275, 'speed': 3}, {'layer': '600mb', 'direction': 285, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 270, 'speed': 3}, {'layer': '450mb', 'direction': 240, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 250, 'speed': 5}, {'layer': '300mb', 'direction': 285, 'speed': 6}, {'layer': '250mb', 'direction': 300, 'speed': 5}, {'layer': '200mb', 'direction': 275, 'speed': 7}]",26,2,9,1012,none,1,0,80,3,papua new guinea
275,12,9,2,0,1,-1,-1,-2,-2,-2,4,1,0,-2,1,5,3,3,2,2,2,3,3,3,3,3,5,5,6,5,5,7,19,60,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -1}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 5}]","[{'layer': '950mb', 'direction': 90, 'speed': 3}, {'layer': '900mb', 'direction': 70, 'speed': 3}, {'layer': '850mb', 'direction': 35, 'speed': 2}, {'layer': '800mb', 'direction': 335, 'speed': 2}, {'layer': '750mb', 'direction': 280, 'speed': 2}, {'layer': '700mb', 'direction': 270, 'speed': 3}, {'layer': '650mb', 'direction': 275, 'speed': 3}, {'layer': '600mb', 'direction': 280, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 240, 'speed': 5}, {'layer': '400mb', 'direction': 250, 'speed': 5}, {'layer': '350mb', 'direction': 240, 'speed': 6}, {'layer': '300mb', 'direction': 285, 'speed': 5}, {'layer': '250mb', 'direction': 280, 'speed': 5}, {'layer': '200mb', 'direction': 275, 'speed': 7}]",26,2,9,1011,none,1,0,80,3,papua new guinea
276,13,9,2,0,0,-1,-2,-2,-2,-2,3,1,0,3,8,4,3,3,2,2,2,3,3,3,3,3,5,5,6,5,5,7,20,63,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 9}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 4}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 75, 'speed': 3}, {'layer': '850mb', 'direction': 50, 'speed': 2}, {'layer': '800mb', 'direction': 335, 'speed': 2}, {'layer': '750mb', 'direction': 285, 'speed': 2}, {'layer': '700mb', 'direction': 275, 'speed': 3}, {'layer': '650mb', 'direction': 280, 'speed': 3}, {'layer': '600mb', 'direction': 280, 'speed': 3}, {'layer': '550mb', 'direction': 280, 'speed': 3}, {'layer': '500mb', 'direction': 275, 'speed': 3}, {'layer': '450mb', 'direction': 245, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 250, 'speed': 6}, {'layer': '300mb', 'direction': 275, 'speed': 5}, {'layer': '250mb', 'direction': 285, 'speed': 5}, {'layer': '200mb', 'direction': 280, 'speed': 7}]",26,2,10,1012,none,1,0,90,3,papua new guinea
277,13,11,2,0,0,-1,-2,-2,-2,-2,1,1,0,6,6,2,3,3,2,2,2,3,3,3,3,3,5,5,6,6,5,7,21,66,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 11}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 6}, {'layer': '250mb', 'rh': 6}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 75, 'speed': 3}, {'layer': '850mb', 'direction': 65, 'speed': 2}, {'layer': '800mb', 'direction': 5, 'speed': 2}, {'layer': '750mb', 'direction': 285, 'speed': 2}, {'layer': '700mb', 'direction': 275, 'speed': 3}, {'layer': '650mb', 'direction': 280, 'speed': 3}, {'layer': '600mb', 'direction': 285, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 250, 'speed': 5}, {'layer': '400mb', 'direction': 240, 'speed': 5}, {'layer': '350mb', 'direction': 260, 'speed': 6}, {'layer': '300mb', 'direction': 270, 'speed': 6}, {'layer': '250mb', 'direction': 300, 'speed': 5}, {'layer': '200mb', 'direction': 280, 'speed': 7}]",26,2,10,1013,none,1,0,90,3,papua new guinea
278,13,12,6,0,0,-2,-2,-2,-2,-2,4,2,1,10,8,2,3,3,3,2,2,2,3,3,3,3,5,6,6,6,6,7,22,69,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 6}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': 0}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 10}, {'layer': '250mb', 'rh': 8}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 105, 'speed': 3}, {'layer': '900mb', 'direction': 80, 'speed': 3}, {'layer': '850mb', 'direction': 70, 'speed': 3}, {'layer': '800mb', 'direction': 15, 'speed': 2}, {'layer': '750mb', 'direction': 300, 'speed': 2}, {'layer': '700mb', 'direction': 275, 'speed': 2}, {'layer': '650mb', 'direction': 275, 'speed': 3}, {'layer': '600mb', 'direction': 275, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 250, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 6}, {'layer': '350mb', 'direction': 265, 'speed': 6}, {'layer': '300mb', 'direction': 280, 'speed': 6}, {'layer': '250mb', 'direction': 290, 'speed': 6}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",26,-1,10,1013,none,1,0,100,3,papua new guinea
279,14,13,9,-1,-1,-2,-2,-2,-2,-1,5,2,0,4,3,2,3,3,3,2,2,3,3,3,3,3,5,6,6,6,6,7,23,72,1,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 9}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 5}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 110, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 70, 'speed': 3}, {'layer': '800mb', 'direction': 15, 'speed': 2}, {'layer': '750mb', 'direction': 315, 'speed': 2}, {'layer': '700mb', 'direction': 275, 'speed': 3}, {'layer': '650mb', 'direction': 270, 'speed': 3}, {'layer': '600mb', 'direction': 275, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 290, 'speed': 3}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 250, 'speed': 6}, {'layer': '350mb', 'direction': 260, 'speed': 6}, {'layer': '300mb', 'direction': 275, 'speed': 6}, {'layer': '250mb', 'direction': 290, 'speed': 6}, {'layer': '200mb', 'direction': 275, 'speed': 7}]",26,-1,11,1010,none,1,0,110,3,papua new guinea
280,15,13,11,0,-1,-2,-2,-2,-2,-1,8,2,0,5,4,2,3,3,3,2,2,3,3,3,3,4,5,6,6,6,7,7,24,75,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 11}, {'layer': '800mb', 'rh': 0}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': -1}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 4}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 110, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 80, 'speed': 3}, {'layer': '800mb', 'direction': 45, 'speed': 2}, {'layer': '750mb', 'direction': 330, 'speed': 2}, {'layer': '700mb', 'direction': 290, 'speed': 3}, {'layer': '650mb', 'direction': 280, 'speed': 3}, {'layer': '600mb', 'direction': 275, 'speed': 3}, {'layer': '550mb', 'direction': 280, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 4}, {'layer': '450mb', 'direction': 255, 'speed': 5}, {'layer': '400mb', 'direction': 245, 'speed': 6}, {'layer': '350mb', 'direction': 270, 'speed': 6}, {'layer': '300mb', 'direction': 280, 'speed': 6}, {'layer': '250mb', 'direction': 295, 'speed': 7}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",26,-1,11,1011,none,1,0,110,3,papua new guinea
281,14,14,12,5,-1,-2,-2,-2,-2,2,2,4,0,5,2,2,3,3,3,2,2,2,3,3,3,3,4,6,6,7,7,7,25,78,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 5}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 75, 'speed': 2}, {'layer': '750mb', 'direction': 340, 'speed': 2}, {'layer': '700mb', 'direction': 300, 'speed': 2}, {'layer': '650mb', 'direction': 290, 'speed': 3}, {'layer': '600mb', 'direction': 285, 'speed': 3}, {'layer': '550mb', 'direction': 285, 'speed': 3}, {'layer': '500mb', 'direction': 280, 'speed': 3}, {'layer': '450mb', 'direction': 240, 'speed': 4}, {'layer': '400mb', 'direction': 250, 'speed': 6}, {'layer': '350mb', 'direction': 265, 'speed': 6}, {'layer': '300mb', 'direction': 280, 'speed': 7}, {'layer': '250mb', 'direction': 290, 'speed': 7}, {'layer': '200mb', 'direction': 275, 'speed': 7}]",26,-1,12,1013,rain,2,0,110,3,papua new guinea
282,14,14,12,3,-1,-2,-2,-2,-2,3,4,3,-1,1,0,2,3,3,3,2,2,2,3,3,3,3,3,5,6,6,7,7,26,81,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 3}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 95, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 65, 'speed': 2}, {'layer': '750mb', 'direction': 345, 'speed': 2}, {'layer': '700mb', 'direction': 315, 'speed': 2}, {'layer': '650mb', 'direction': 305, 'speed': 3}, {'layer': '600mb', 'direction': 295, 'speed': 3}, {'layer': '550mb', 'direction': 295, 'speed': 3}, {'layer': '500mb', 'direction': 290, 'speed': 3}, {'layer': '450mb', 'direction': 240, 'speed': 3}, {'layer': '400mb', 'direction': 250, 'speed': 5}, {'layer': '350mb', 'direction': 270, 'speed': 6}, {'layer': '300mb', 'direction': 285, 'speed': 6}, {'layer': '250mb', 'direction': 285, 'speed': 7}, {'layer': '200mb', 'direction': 275, 'speed': 7}]",26,-4,12,1013,rain,2,0,105,3,papua new guinea
283,14,14,12,8,-1,-1,-2,-2,-2,5,1,3,0,0,0,3,3,3,3,2,2,2,3,3,3,3,3,5,6,6,7,7,27,84,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': -1}, {'layer': '700mb', 'rh': -1}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -2}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': 3}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 3}]","[{'layer': '950mb', 'direction': 90, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 115, 'speed': 3}, {'layer': '800mb', 'direction': 100, 'speed': 2}, {'layer': '750mb', 'direction': 15, 'speed': 2}, {'layer': '700mb', 'direction': 335, 'speed': 2}, {'layer': '650mb', 'direction': 320, 'speed': 3}, {'layer': '600mb', 'direction': 310, 'speed': 3}, {'layer': '550mb', 'direction': 305, 'speed': 3}, {'layer': '500mb', 'direction': 295, 'speed': 3}, {'layer': '450mb', 'direction': 230, 'speed': 3}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 270, 'speed': 6}, {'layer': '300mb', 'direction': 270, 'speed': 6}, {'layer': '250mb', 'direction': 275, 'speed': 7}, {'layer': '200mb', 'direction': 275, 'speed': 7}]",26,-4,12,1012,rain,2,0,105,3,papua new guinea
284,15,13,12,6,-2,-2,-2,-2,-1,5,0,1,2,1,0,2,3,3,3,3,2,2,2,3,3,3,3,5,6,6,7,7,28,87,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 15}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 12}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 85, 'speed': 3}, {'layer': '900mb', 'direction': 95, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 85, 'speed': 3}, {'layer': '750mb', 'direction': 30, 'speed': 2}, {'layer': '700mb', 'direction': 330, 'speed': 2}, {'layer': '650mb', 'direction': 315, 'speed': 2}, {'layer': '600mb', 'direction': 305, 'speed': 3}, {'layer': '550mb', 'direction': 295, 'speed': 3}, {'layer': '500mb', 'direction': 295, 'speed': 3}, {'layer': '450mb', 'direction': 245, 'speed': 3}, {'layer': '400mb', 'direction': 250, 'speed': 5}, {'layer': '350mb', 'direction': 265, 'speed': 6}, {'layer': '300mb', 'direction': 265, 'speed': 6}, {'layer': '250mb', 'direction': 275, 'speed': 7}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",26,-4,11,1013,rain,2,0,95,3,papua new guinea
285,13,14,8,-1,-2,-2,-2,-2,-1,7,-2,-3,0,-1,0,1,4,3,3,3,2,2,2,3,3,3,3,5,6,5,7,7,29,90,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 14}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -2}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 0}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 90, 'speed': 4}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 75, 'speed': 3}, {'layer': '750mb', 'direction': 55, 'speed': 2}, {'layer': '700mb', 'direction': 5, 'speed': 2}, {'layer': '650mb', 'direction': 335, 'speed': 2}, {'layer': '600mb', 'direction': 320, 'speed': 3}, {'layer': '550mb', 'direction': 300, 'speed': 3}, {'layer': '500mb', 'direction': 295, 'speed': 3}, {'layer': '450mb', 'direction': 230, 'speed': 3}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 270, 'speed': 5}, {'layer': '250mb', 'direction': 270, 'speed': 7}, {'layer': '200mb', 'direction': 265, 'speed': 7}]",26,-1,10,1015,rain,2,0,90,3,papua new guinea
286,12,6,0,-1,-3,-2,-2,-2,-1,5,-3,-3,-2,-1,2,1,4,3,3,3,2,2,3,3,3,3,3,5,5,5,7,7,30,93,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 6}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -2}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 5}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 95, 'speed': 4}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 95, 'speed': 3}, {'layer': '800mb', 'direction': 85, 'speed': 3}, {'layer': '750mb', 'direction': 70, 'speed': 2}, {'layer': '700mb', 'direction': 5, 'speed': 2}, {'layer': '650mb', 'direction': 335, 'speed': 3}, {'layer': '600mb', 'direction': 315, 'speed': 3}, {'layer': '550mb', 'direction': 300, 'speed': 3}, {'layer': '500mb', 'direction': 295, 'speed': 3}, {'layer': '450mb', 'direction': 225, 'speed': 3}, {'layer': '400mb', 'direction': 240, 'speed': 5}, {'layer': '350mb', 'direction': 250, 'speed': 5}, {'layer': '300mb', 'direction': 265, 'speed': 5}, {'layer': '250mb', 'direction': 270, 'speed': 7}, {'layer': '200mb', 'direction': 265, 'speed': 7}]",27,-1,10,1014,rain,2,0,90,4,papua new guinea
287,12,8,0,-1,-3,-3,-2,-2,-1,4,-2,-3,-2,-1,2,0,4,3,3,3,3,2,3,3,3,2,3,4,4,6,7,7,31,96,3,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 8}, {'layer': '850mb', 'rh': 0}, {'layer': '800mb', 'rh': -1}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 100, 'speed': 4}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 90, 'speed': 3}, {'layer': '800mb', 'direction': 80, 'speed': 3}, {'layer': '750mb', 'direction': 70, 'speed': 3}, {'layer': '700mb', 'direction': 15, 'speed': 2}, {'layer': '650mb', 'direction': 340, 'speed': 3}, {'layer': '600mb', 'direction': 325, 'speed': 3}, {'layer': '550mb', 'direction': 310, 'speed': 3}, {'layer': '500mb', 'direction': 300, 'speed': 2}, {'layer': '450mb', 'direction': 215, 'speed': 3}, {'layer': '400mb', 'direction': 220, 'speed': 4}, {'layer': '350mb', 'direction': 230, 'speed': 4}, {'layer': '300mb', 'direction': 265, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 7}, {'layer': '200mb', 'direction': 265, 'speed': 7}]",27,-1,10,1012,rain,2,0,95,3,papua new guinea
288,12,10,-1,-2,-3,-3,-2,-2,0,4,-3,-3,-2,-1,1,2,4,4,3,3,3,2,2,3,3,2,3,3,3,5,7,7,32,99,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': -1}, {'layer': '800mb', 'rh': -2}, {'layer': '750mb', 'rh': -3}, {'layer': '700mb', 'rh': -3}, {'layer': '650mb', 'rh': -2}, {'layer': '600mb', 'rh': -2}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 100, 'speed': 4}, {'layer': '900mb', 'direction': 100, 'speed': 4}, {'layer': '850mb', 'direction': 95, 'speed': 3}, {'layer': '800mb', 'direction': 85, 'speed': 3}, {'layer': '750mb', 'direction': 75, 'speed': 3}, {'layer': '700mb', 'direction': 40, 'speed': 2}, {'layer': '650mb', 'direction': 355, 'speed': 2}, {'layer': '600mb', 'direction': 335, 'speed': 3}, {'layer': '550mb', 'direction': 325, 'speed': 3}, {'layer': '500mb', 'direction': 330, 'speed': 2}, {'layer': '450mb', 'direction': 200, 'speed': 3}, {'layer': '400mb', 'direction': 215, 'speed': 3}, {'layer': '350mb', 'direction': 225, 'speed': 3}, {'layer': '300mb', 'direction': 260, 'speed': 5}, {'layer': '250mb', 'direction': 260, 'speed': 7}, {'layer': '200mb', 'direction': 265, 'speed': 7}]",26,-1,10,1012,none,2,0,100,3,papua new guinea
